Fiyat,Ürün Adı,Kullanım Amaç,İşletim Sistemi,Ekran Boyutu,Ekran Çözünürlüğü,Ekran Hızı,İşlemci Markası,İşlemci Serisi,RAM,SSD Var mı,SSD Kapasitesi,GPU Modeli,GPU Var mı,USB 3.0 Var mı,USB 3.0 Adet,USB-C Var mı,USB-C Adet,HDMI Var mı,Pil Gücü,Pil Hücre Sayısı
"59.499,00",Asus ROG Zephyrus G16 GUW603ZU-NW3021P10 Notebook,Oyun,Windows 11 Pro,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,48 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050 120W,Var,2,Var,2,Var,90 Wh,4 Hücreli
"99.314,45",HP ZBook Studio G8 (314G5EA3) Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i9,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070,Var,1,Var,2,Var,83.0 Wh,6 Hücreli
"109.999,00",Asus ROG Strix Scar 17 G733QS-HG156 Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,300 Hz,AMD,AMD Ryzen 9,16 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3080 130W,Var,3,Var,1,Var,90 Wh,4 Hücreli
"51.041,00",Acer Nitro 5 AN515-58 Notebook (NH.QFSEY.F006),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3070 Ti,Var,3,Var,1,Var,,4 Hücreli
"51.088,00",Acer Nitro 5 AN515-58 Notebook (NH.QGAEY.F006),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"54.237,00",Asus ROG Strix G16 BMG614J-U319407 Notebook,Oyun,FreeDOS,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"59.699,48",Asus ROG Zephyrus G16 GUW603ZU-NW3019P08 Notebook,Oyun,Windows 11 Pro,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 120W,Var,2,Var,2,Var,90 Wh,4 Hücreli
"46.059,00",Acer Nitro 5 AN515-58 NH.QM0EY.00106 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4060 140W,Var,3,Var,1,Var,57.5 Wh,4 Hücreli
"99.314,45",HP ZBook Studio G8 (314G5EA1) Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i9,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070,Var,1,Var,2,Var,83.0 Wh,6 Hücreli
"58.199,00",Asus ROG Zephyrus G16 GUW603ZU-NW3019H08 Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 120W,Var,2,Var,2,Var,90 Wh,4 Hücreli
"54.099,00",Asus ROG Strix G16 G614JV-N3157W Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060 140W,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"83.313,77",Asus ROG Strix Scar 17 G733ZS-KH025 Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,360 Hz,Intel,Intel Core i9,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3080 150W,Var,2,Var,2,Var,90 Wh,4 Hücreli
"53.109,00",Acer Nitro 5 AN515-58 Notebook (NH.QFSEY.P007),Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070 Ti,Var,3,Var,1,Var,,4 Hücreli
"53.203,00",Acer Nitro 5 AN515-58 Notebook (NH.QGAEY.P007),Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"37.634,04",Casper Excalibur G870.1265-EFA0X-B Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050,Var,3,Var,1,Var,61.0 Wh,4 Hücreli
"51.793,00",Acer Nitro 5 AN515-58 Notebook (NH.QFSEY.H007),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070 Ti,Var,3,Var,1,Var,,4 Hücreli
"35.999,00",Monster Abra A5 V20.2.2 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 140W,Var,2,Var,1,Var,62.32 Wh,4 Hücreli
"51.849,00",Acer Nitro 5 AN515-58 Notebook (NH.QGAEY.H007),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"65.999,00",Lenovo Legion 5 Pro (16IAH7H) 82RF00N1TX Notebook,Oyun,Windows 11 Home,16 İnç,2560 x 1600 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3060 140W,Var,3,Var,3,Var,80 Wh,
"34.217,50",Monster Abra A5 V20.3.2 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 140W,Var,2,Var,1,Var,62.32 Wh,4 Hücreli
"47.630,96",Asus ROG Flow Z13 GZ301VF-MU019 2'si 1 Arada,Oyun,FreeDOS,13.4 İnç,2560 x 1600 Piksel,165 Hz,Intel,Intel Core i9,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 2050 65W,Var,1,Var,1,,56.0 Wh,4 Hücreli
"35.499,00",Casper Excalibur G870.1265-DFB0X-B Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,61.0 Wh,4 Hücreli
"42.999,00",Dell G15 Gaming 5530 G155530013WH Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,86.0 Wh,6 Hücreli
"42.453,57",Game Garaj Slayer2 7XL-3060 C2 Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3060,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"53.579,00",Asus ROG Strix G16 BMG614J-U319414 Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"56.999,00",HP OMEN Gaming 16-n0000nt (793K5EA) Notebook,Oyun,Windows 11 Home,16.1 İnç,2560 x 1440 Piksel,165 Hz,AMD,AMD Ryzen 9,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 Ti,Var,3,Var,2,Var,83.0 Wh,6 Hücreli
"60.499,98",Asus ROG Strix G16 BMG614JVN315705 Notebook,Oyun,FreeDOS,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"41.038,76",Game Garaj Slayer2 7-3060 C2 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3060,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"45.589,00",Acer Nitro 5 AN515-57 Notebook (NH.QFGEY.008),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"87.999,00",Dell XPS 15 9530 SI7W161N Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1200 Piksel,,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050,,,Var,3,,86.0 Wh,6 Hücreli
"44.899,00",Acer Nitro 5 AN515-58-75K0 Notebook (NH.QM0EY.008),Oyun,EShell,15.6 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 140W,Var,3,Var,1,Var,57.5 Wh,4 Hücreli
"108.475,13",Dell Precision 5570 XCTOP5770EMEA-VP 1A7 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1200 Piksel,60 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA RTX A2000,,,Var,3,,86.0 Wh,6 Hücreli
"31.807,76",Monster Abra A5 V20.4.5 Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 105W,Var,2,Var,1,Var,62.32 Wh,4 Hücreli
"42.999,00",HP Victus Gaming 16-s0009nt (7Z4M3EA) Notebook,Oyun,Windows 11 Home,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"78.630,13",Lenovo ThinkPad T15p G2 21A70007TX041 Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,64 GB,Var,2 TB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"44.555,00",Acer Nitro 5 AN515-57 Notebook (NH.QFGEY.006),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"78.241,83",Lenovo ThinkPad T15p G2 21A70007TX020 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,64 GB,Var,2 TB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"47.469,00",Acer Nitro 5 AN515-58 NH.QM0EY.00107 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060 140W,Var,3,Var,1,Var,,4 Hücreli
"61.999,98",Asus ROG Strix G16 BMG614JVN315722 Notebook,Oyun,Windows 11 Pro,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"52.712,00",Asus ROG Zephyrus M16 GU603ZU-N3015W Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050 120W,Var,2,Var,2,Var,90 Wh,4 Hücreli
"60.499,98",Asus ROG Strix G16 BMG614JVN315713 Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"46.341,00",Acer Nitro 5 AN515-57 Notebook (NH.QFGEY.025),Oyun,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"33.060,82",Monster Tulpar T5 V23.3.2 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 100W,Var,1,Var,2,Var,54.0 Wh,4 Hücreli
"45.119,00",Acer Nitro 5 AN515-57 Notebook (NH.QFGEY.016),Oyun,Windows 10 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"44.649,00",Acer Nitro 5 AN515-58-79XA Notebook (NH.QM0EY.00105),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,,4 Hücreli
"124.000,00",Dell Precision 5770 XCTOP5770EMEA-VP-2 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1200 Piksel,60 Hz,Intel,Intel Core i9,16 GB,Var,512 GB,Var,NVIDIA RTX A3000,,,Var,4,,97.0 Wh,6 Hücreli
"45.999,00",Asus TUF Gaming A15 (2023) FA507XI-LP013W Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 9,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4070 140W,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"39.291,00",Dell G15 Gaming 5530 G15553024010218 Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,120 Hz,Intel,Intel Core i5,64 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3050,Var,3,Var,1,Var,56.0 Wh,3 Hücreli
"87.999,00",Dell Precision 5470 XCTOP5470EMEA_VP-1 Ultrabook,İş/Mobil,Windows 11 Pro,14 İnç,1920 x 1200 Piksel,60 Hz,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA RTX A1000,,,Var,4,,72.0 Wh,4 Hücreli
"56.499,00",Asus ROG Zephyrus G16 GUW603ZU-NW3019F10 Notebook,Oyun,FreeDOS,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,48 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050 120W,Var,2,Var,2,Var,90 Wh,4 Hücreli
"36.283,00",HP Victus Gaming 15-fa1039nt (VCS7P8L0EA24) Notebook,Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3050,Var,2,Var,1,Var,70.0 Wh,4 Hücreli
"63.499,98",Asus ROG Strix G16 BMG614JVN315721 Notebook,Oyun,Windows 11 Pro,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4060,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"45.939,00",MSI Bravo 15 C7VFKP-236XTR Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 9,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 105W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"61.999,98",Asus ROG Strix G16 BMG614JVN315712 Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4060,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"41.499,00",Casper Excalibur G870.1245-DQB0P-B Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,61.0 Wh,4 Hücreli
"44.599,00",Monster Abra A7 V14.6.1 Notebook,Oyun,Windows 11 Home,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 140W,Var,3,Var,1,Var,62.32 Wh,4 Hücreli
"72.100,00",Lenovo ThinkPad P1 (G3) 20TH0016TX Ultrabook,İş/Mobil,Windows 10 Pro,15.6 İnç,3840 x 2160 Piksel,,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA Quadro T2000 Max-Q,Var,2,Var,2,Var,80 Wh,
"44.999,00",Asus ROG Strix G16 G614JV-N3110 Notebook,Oyun,FreeDOS,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060 140W,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"56.699,00",Asus ROG Zephyrus G16 GUW603ZU-NW3021F08 Notebook,Oyun,FreeDOS,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 120W,Var,2,Var,2,Var,90 Wh,4 Hücreli
"45.119,00",Acer Nitro 5 AN515-58-79XA Notebook (NH.QM0EY.00113),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,,4 Hücreli
"96.569,00",Lenovo ThinkPad P17 G2 20YU0022TX02 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA RTX A3000,Var,2,Var,3,Var,94 Wh,
"50.477,00",Acer Nitro 5 AN515-58 Notebook (NH.QFSEY.F007),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070 Ti,Var,3,Var,1,Var,,4 Hücreli
"50.496,00",Acer Nitro 5 AN515-58 Notebook (NH.QGAEY.F007),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"36.000,00",Monster Abra A5 V17.4.3 Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3060,Var,2,Var,1,Var,62.32 Wh,4 Hücreli
"39.999,00",HP Victus Gaming 16-r0020nt (7P637EA) Notebook,Oyun,FreeDOS,16.1 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"52.999,00",HP OMEN Gaming 16-n0001nt (793K6EA) Notebook,Oyun,Windows 11 Home,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 9,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 Ti,Var,3,Var,2,Var,83.0 Wh,6 Hücreli
"87.499,00",Lenovo ThinkPad P17 G2 20YU0023TX Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"41.199,00",Monster Abra A5 V20.3.1 Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 140W,Var,2,Var,1,Var,62.32 Wh,4 Hücreli
"54.999,00",Acer Predator Helios 16 PH16-71-768K Notebook,Oyun,Windows 11 Home,16 İnç,2560 x 1600 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060 140W,Var,3,Var,2,Var,90.0 Wh,4 Hücreli
"77.564,00",Lenovo ThinkPad T15p G2 21A7000FTX Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,3840 x 2160 Piksel,,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"30.999,00",Monster Abra A7 V14.4.2 Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3050 95W,Var,3,Var,1,Var,62.32 Wh,4 Hücreli
"74.100,00",Lenovo ThinkPad P15 G2 20YQ001HTX Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"43.899,00",Monster Tulpar T5 V23.3.5 Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,1,Var,2,Var,54.0 Wh,4 Hücreli
"59.062,00",MSI Pulse 17 B13VFK-080XTR Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 140W,Var,2,Var,1,Var,90.0 Wh,4 Hücreli
"56.499,00",Asus ROG Zephyrus G16 GUW603ZU-NW3019H07 Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050 120W,Var,2,Var,2,Var,90 Wh,4 Hücreli
"77.999,00",HP ZBook Fury 16 G9 (62U32EA) Notebook,İş/Mobil,Windows 11 Pro,16 İnç,1920 x 1200 Piksel,,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA RTX A2000,Var,2,Var,2,Var,95.0 Wh,8 Hücreli
"46.099,00",HP Victus Gaming 16-r0013nt (7P6B4EA) Notebook,Oyun,Windows 11 Home,16.1 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"28.986,43",Monster Abra A5 V20.1.2 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3050 95W,Var,2,Var,1,Var,62.32 Wh,4 Hücreli
"93.297,80",Lenovo ThinkPad P17 G2 20YU0022TX Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA RTX A3000,Var,2,Var,3,Var,94 Wh,
"55.339,00",MSI Katana 17 B13VGK-1469XTR Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i9,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4070 105W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"51.981,00",Asus ROG Strix G16 BMG614J-U319405 Notebook,Oyun,FreeDOS,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"63.449,00",HP OMEN 17-cm2005nt (7P6D4EAP01) Notebook,Oyun,Windows 11 Pro,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"52.499,00",Lenovo Legion 5 Pro 82JD002ATX01 Notebook,Oyun,Windows 10 Home,16 İnç,2560 x 1600 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060 130W,Var,4,Var,2,Var,80 Wh,
"61.832,00",HP OMEN 17-cm2005nt (7P6D4EAH01) Notebook,Oyun,Windows 11 Home,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"54.549,58",Lenovo ThinkPad P15 G2 20YQ000STX Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA RTX A3000,Var,2,Var,3,Var,94 Wh,
"41.999,00",Dell G16 Gaming 7630 G167630005U Notebook,Oyun,Linux,16 İnç,2560 x 1600 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060 140W,Var,3,Var,1,Var,86.0 Wh,6 Hücreli
"51.605,00",Acer Nitro 5 AN515-58 Notebook (NH.QFSEY.P005),Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 Ti,Var,3,Var,1,Var,,4 Hücreli
"51.737,00",Acer Nitro 5 AN515-58 Notebook (NH.QGAEY.P005),Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"46.059,00",Acer Nitro 5 AN515-58 NH.QM0EY.00123 Notebook,Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 140W,Var,3,Var,1,Var,57.5 Wh,4 Hücreli
"39.573,00",Acer Nitro 5 AN515-58-503P Notebook (NH.QLZEY.00117),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050,Var,3,Var,1,Var,,4 Hücreli
"50.383,00",Acer Nitro 5 AN515-58 Notebook (NH.QFSEY.H005),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 Ti,Var,3,Var,1,Var,,4 Hücreli
"50.421,00",Acer Nitro 5 AN515-58 Notebook (NH.QGAEY.H005),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
